title,company_name,label
"Sources: Morgan Stanley mulling a share buyback — no deal imminent, sources say",Morgan Stanley,irrelevant
Tyson Foods cuts full-year guidance citing weaker-than-expected menu pricing,Tyson Foods,relevant
Accenture to pay $45 million in connection with a minor consumer notification requirement investigation,Accenture,irrelevant
Boeing district manager cited for personal safety violation in Miami,Boeing,irrelevant
Norfolk Southern unveils three-year plan to cut costs by $0.8 billion,Norfolk Southern,relevant
Caterpillar faces $0.8 billion fine from CFTC over environmental violations,Caterpillar,relevant
Dow shares falls to 52-week low on no company-specific news,Dow,irrelevant
Johnson & Johnson agrees to $25 million penalty over a minor fair lending violation,Johnson & Johnson,irrelevant
Stellantis shares gives back recent gains amid risk-off sentiment,Stellantis,irrelevant
Judge orders Kimberly-Clark to pay $250 million in damages over data privacy violations,Kimberly-Clark,relevant
Netflix names former rival executive as new chief executive following board review,Netflix,relevant
"Comcast reaches new four-year labor agreement with union representing 2,500 workers",Comcast,relevant
Norfolk Southern president says AI regulation is a concern shared by businesses of all sizes,Norfolk Southern,irrelevant
Former JPMorgan Chase former chief technology officer appointed to advisory board of a rival startup,JPMorgan Chase,irrelevant
General Motors announces plan to separate into two independent publicly traded companies,General Motors,relevant
Citigroup to eliminate 800 positions as part of $14.0 billion cost reduction plan,Citigroup,relevant
Group of former Capital One store managers alleges disability discrimination in federal class-action,Capital One,irrelevant
Starbucks ordered by FTC to pay $110 million over data privacy violations,Starbucks,relevant
"ServiceNow delivers Q3 beat, guides higher for the year",ServiceNow,relevant
"Boeing delivers Q4 beat, guides higher for the year",Boeing,relevant
Sources: Microsoft close to finalising acquisition of cybersecurity startup for $90.0 billion,Microsoft,relevant
Honeywell chief operating officer says consumer spending is the biggest challenge facing businesses today,Honeywell,irrelevant
Progressive lays out roadmap to 15% operating margin by 2028,Progressive,relevant
Report: Mondelez holds 31% market share in smartphone sales per S&P Global Market Intelligence,Mondelez,irrelevant
Apple co-founder says the labor market is creating uncertainty for long-term investment decisions,Apple,irrelevant
"Goldman Sachs posts Q1 net income of $18.5 billion, beats analyst estimates",Goldman Sachs,relevant
"ServiceNow CEO departs following board review, board names internal successor",ServiceNow,relevant
General Motors releases enhanced map view to its banking app,General Motors,irrelevant
Tourist spots near Alphabet campus rank among best in the area,Alphabet,irrelevant
Travelers Field hosts record crowd for playoff game,Travelers,irrelevant
3M acquires industrial software company for $500 million to bolster automation startup,3M,relevant
Former Dow former president named to lead a private equity firm,Dow,irrelevant
"Kraft Heinz reports Q3 revenue of $0.8 billion, beats analyst estimates on strong international comparable sales",Kraft Heinz,relevant
"Goldman Sachs trims IBM to sell, flags execution risks",IBM,irrelevant
Tesla chairman says supply chain resilience is something all companies need to take seriously,Tesla,irrelevant
Tyson Foods faces class-action lawsuit over alleged religious discrimination among district managers,Tyson Foods,irrelevant
Stellantis chief executive says inflation will have long-lasting effects on the broader economy,Stellantis,irrelevant
"Tyson Foods posts Q1 net income of $3.0 billion, falls short of expectations",Tyson Foods,relevant
"Wells Fargo to eliminate 10,000 positions as part of $2.5 billion cost reduction plan",Wells Fargo,relevant
Alphabet logistics coordinator faces personal lawsuit unrelated to company activities in Los Angeles,Alphabet,irrelevant
Netflix to spin off its theme park division as a standalone publicly traded company,Netflix,relevant
Verizon factory worker arrested for alleged theft from delivery route in Denver,Verizon,irrelevant
"Deutsche Bank upgrades Wells Fargo to hold, cites strong earnings visibility",Wells Fargo,irrelevant
"TD Cowen cuts Deere & Company to buy, sees limited upside from current levels",Deere & Company,irrelevant
"Nike restructuring seen as competitive threat to Raytheon, analyst says",Raytheon,irrelevant
Northrop Grumman board approves new $2.5 billion share repurchase authorization,Northrop Grumman,relevant
Salesforce CEO to deliver keynote at a Senate Commerce Committee hearing,Salesforce,irrelevant
"Goldman Sachs cuts UnitedHealth to neutral, lowers price target on earnings miss",UnitedHealth,irrelevant
Raytheon contract backlog reaches record $14.0 billion on strong defense orders,Raytheon,relevant
IBM workers in Dallas rally to demand paid family leave expansion,IBM,irrelevant
Wells Fargo credit rating upgraded by S&P citing rising leverage,Wells Fargo,relevant
T-Mobile workers vote to reject company contract offer at main production plant,T-Mobile,relevant
CVS Health hit with $65 million penalty by FTC over mortgage servicing failures,CVS Health,relevant
"Starbucks partnership seen as competitive threat to Boeing, analyst says",Boeing,irrelevant
Deere & Company Q3 gross margin contracts to 24.7% on strong construction equipment demand,Deere & Company,relevant
Comcast co-founder says immigration policy demands a thoughtful policy response from legislators,Comcast,irrelevant
Comcast introduces accessibility improvements to its retail website,Comcast,irrelevant
UPS faces class-action lawsuit over alleged pregnancy discrimination among sales representatives,UPS,irrelevant
Netflix sales representative charged with running fraud scheme at local branch in Phoenix,Netflix,irrelevant
Lockheed Martin blows past Q2 estimates on strong government defense spending,Lockheed Martin,relevant
"Baird cuts IBM to buy, cites slowing demand environment",IBM,irrelevant
Stellantis former CEO leaves to join a hedge fund in senior role,Stellantis,irrelevant
"Waste Management CEO announces planned retirement, board promotes division head to top role",Waste Management,relevant
General Electric announces $5.1 billion share buyback program,General Electric,relevant
Travelers loses personal lines division contract to rival in blow to revenue outlook,Travelers,relevant
"Mastercard to eliminate 2,000 positions as part of $8.3 billion cost reduction plan",Mastercard,relevant
Allstate factory worker sued by customer over personal conduct during shift in Boston,Allstate,irrelevant
"Sources: Airbnb exploring a buyout of a rival — no deal imminent, sources say",Airbnb,irrelevant
Paramount Global raises quarterly dividend 11% to $0.94 per share,Paramount Global,relevant
Nike adds fingerprint login to its cloud console,Nike,irrelevant
Accenture faces racial discrimination lawsuit filed by former manager,Accenture,irrelevant
Ralph Lauren raises quarterly dividend 7% to $1.10 per share,Ralph Lauren,relevant
CVS Health customer service representative faces personal lawsuit unrelated to company activities in Philadelphia,CVS Health,irrelevant
"American Express lowers Q4 outlook, sends shares sharply lower in after-hours trading",American Express,relevant
"Bloomberg: AT&T in early discussions about a joint venture, though talks are preliminary",AT&T,irrelevant
"Republic Services and industry peer confirm merger talks, deal could be worth $1.8 billion",Republic Services,relevant
CVS Health sued by group of loan officers alleging national origin discrimination in promotion decisions,CVS Health,irrelevant
Booking Holdings cited as top player in smartphone sales by eMarketer industry survey,Booking Holdings,irrelevant
"Morgan Stanley trims Citigroup to hold, flags margin pressure ahead",Citigroup,irrelevant
"Bank of America's restructuring deal raises questions about Goldman Sachs's position, per Morgan Stanley",Goldman Sachs,irrelevant
Uber denies wrongdoing in sexual harassment complaint filed by former financial advisor,Uber,irrelevant
Chipotle marketing manager cited for personal safety violation in New York,Chipotle,irrelevant
Charles Schwab in deal to take over fintech startup for $14.0 billion,Charles Schwab,relevant
"Morgan Stanley trims Dollar General to underperform, sees limited upside from current levels",Dollar General,irrelevant
Accenture credit rating placed on negative watch by S&P citing deteriorating free cash flow,Accenture,relevant
ServiceNow drops sponsorship of music festival following social media backlash,ServiceNow,irrelevant
McDonald's drops sponsorship of music festival following social media backlash,McDonald's,irrelevant
Home Depot chief operating officer says interest rates requires urgent attention from elected officials,Home Depot,irrelevant
Northrop Grumman customer service representative arrested for allegedly cashing fraudulent checks in Denver,Northrop Grumman,irrelevant
JPMorgan Chase employees sign open letter opposing employee monitoring rollout,JPMorgan Chase,irrelevant
Bernstein Research estimates Procter & Gamble controls 41% of the cloud infrastructure market,Procter & Gamble,irrelevant
ServiceNow credit rating affirmed with stable outlook by Fitch citing rising leverage,ServiceNow,relevant
Valentine's Day: the best Starbucks streaming plans deals you can get right now,Starbucks,irrelevant
Ralph Lauren chief operating officer says immigration policy is something all companies need to take seriously,Ralph Lauren,irrelevant
AT&T in deal to take over fiber network company for $1.8 billion,AT&T,relevant
Salesforce co-founder says the housing market is creating uncertainty for long-term investment decisions,Salesforce,irrelevant
Tourist spots near AbbVie campus rank among best in the area,AbbVie,irrelevant
Northrop Grumman Q1 gross margin narrows to 19.8% on strong missile systems demand,Northrop Grumman,relevant
Target outlines five-year strategy to double revenue in specialty retailer segment,Target,relevant
Mondelez drops sponsorship of music festival following social media backlash,Mondelez,irrelevant
IBM issues $22.0 billion in senior notes to fund strategic acquisitions,IBM,relevant
Group of former ConocoPhillips software engineers alleges religious discrimination in federal class-action,ConocoPhillips,irrelevant
Mastercard net interest income falls 47% as rate environment pressures margins,Mastercard,relevant
Morgan Stanley earns top score on Fortune's most admired companies list,Morgan Stanley,irrelevant
"Walmart reports Q1 revenue of $8.3 billion, comes in below consensus on strong seasonal demand",Walmart,relevant
Kraft Heinz financial advisor arrested in connection with unrelated drug charges in Phoenix,Kraft Heinz,irrelevant
Best Nvidia deals this Valentine's Day: our top picks,Nvidia,irrelevant
Berkshire Hathaway cuts full-year guidance citing net interest margin compression,Berkshire Hathaway,relevant
Pfizer issues $22.0 billion in senior notes to fund capital expenditures,Pfizer,relevant
"Chipotle CEO steps down after record tenure, board promotes division head to top role",Chipotle,relevant
Home Depot employees stage walkout over return-to-office mandate,Home Depot,irrelevant
Capital One settles racial discrimination complaint filed by group of former employees for undisclosed amount,Capital One,irrelevant
EEOC opens investigation into Visa over alleged pay discrimination in termination policies,Visa,irrelevant
Comcast blows past Q1 estimates on strong wireless postpaid net adds,Comcast,relevant
Oracle denies wrongdoing in pay discrimination complaint filed by former employee,Oracle,irrelevant
"Piper Sandler downgrades ConocoPhillips to hold, flags rising competitive pressure",ConocoPhillips,irrelevant
FedEx employees sign open letter opposing new attendance tracking system,FedEx,irrelevant
Kimberly-Clark faces criticism from advocacy groups over environmental claims on packaging,Kimberly-Clark,irrelevant
IBM updates spending insights tab to its enterprise dashboard,IBM,irrelevant
Raytheon faces class-action lawsuit over alleged pay discrimination among logistics coordinators,Raytheon,irrelevant
Progressive releases push notification settings to its loyalty app,Progressive,irrelevant
Honeywell CEO says inflation will shape business strategy for years to come,Honeywell,irrelevant
Tyson Foods pulls advertising from video sharing platform following offensive social media post,Tyson Foods,irrelevant
JPMorgan Chase wealth management division surpasses $8.3 trillion in client assets,JPMorgan Chase,relevant
Microsoft named to Glassdoor's top-rated employers for the fifth year running,Microsoft,irrelevant
Accenture cited as top player in search advertising by Gartner industry survey,Accenture,irrelevant
"Evercore ISI upgrades General Electric to equal weight, sees accelerating revenue growth",General Electric,irrelevant
Warner Bros. Discovery workers vote to unionize at its largest facility,Warner Bros. Discovery,relevant
Report: Starbucks holds 31% market share in search advertising per Bernstein Research,Starbucks,irrelevant
AT&T district manager suspended following investigation into personal conduct in Detroit,AT&T,irrelevant
"Yum Brands issues profit warning, slashes guidance citing traffic softness amid consumer trade-down",Yum Brands,relevant
Citigroup launches in-app chat support to its digital wallet,Citigroup,irrelevant
"Meta divestiture seen as competitive threat to Costco, analyst says",Costco,irrelevant
Travelers tops the Street on both revenue and earnings in Q2,Travelers,relevant
Morgan Stanley shares rises to 52-week high amid broader market selloff,Morgan Stanley,irrelevant
Apple divests advertising business in $14.0 billion deal as part of strategic review,Apple,relevant
Warner Bros. Discovery former general counsel joins a non-profit board as its new chief executive,Warner Bros. Discovery,irrelevant
Capital One Q2 operating income surges 21% on higher net interest income,Capital One,relevant
Tesla updates a redesigned home screen to its checkout flow,Tesla,irrelevant
Johnson & Johnson sales representative faces restraining order filed by former coworker in Dallas,Johnson & Johnson,irrelevant
"Microsoft's acquisition deal raises questions about Colgate-Palmolive's position, per TD Cowen",Colgate-Palmolive,irrelevant
"Stifel trims Target to outperform, cites macro headwinds",Target,irrelevant
Consumer guide: Verizon home appliances ranked and reviewed,Verizon,irrelevant
CSX employees protest new attendance tracking system at headquarters,CSX,irrelevant
Kraft Heinz former general counsel leaves to join a rival startup in senior role,Kraft Heinz,irrelevant
BlackRock employees sign open letter opposing return-to-office mandate,BlackRock,irrelevant
FedEx blows past Q1 estimates on pricing power in tight capacity market,FedEx,relevant
"Dollar General issues profit warning, slashes guidance citing rising shrink losses",Dollar General,relevant
Tyson Foods employees sign open letter opposing mandatory overtime policy,Tyson Foods,irrelevant
"Apple CFO announces retirement, company names internal finance executive as replacement",Apple,relevant
Airbnb updates two-factor authentication prompts to its mobile app,Airbnb,irrelevant
How Goldman Sachs's divestiture could reshape the competitive landscape for Oracle,Oracle,irrelevant
Bank of America financial advisor suspended following investigation into personal conduct in Minneapolis,Bank of America,irrelevant
Waste Management faces new disability discrimination lawsuit from former engineer in Ohio court,Waste Management,irrelevant
CSX raises full-year guidance after Q3 beat on strong e-commerce-driven volume,CSX,relevant
Mondelez faces religious discrimination lawsuit filed by former engineer,Mondelez,irrelevant
Dollar General refreshes a progress tracker to its cloud console,Dollar General,irrelevant
"Goldman Sachs upgrades Uber to neutral, raises estimates on guidance beat",Uber,irrelevant
"Progressive to eliminate 2,000 positions as part of $1.2 billion cost reduction plan",Progressive,relevant
CVS Health discloses FTC subpoena related to price-fixing conspiracy,CVS Health,relevant
Waste Management refreshes a new rewards tracker to its retail website,Waste Management,irrelevant
Tesla president says the labor market is moving in the right direction but more work remains,Tesla,irrelevant
Booking Holdings employees stage walkout over changes to remote work flexibility,Booking Holdings,irrelevant
Dollar General agrees to sell pharmacy chain for $2.5 billion to consortium of investors,Dollar General,relevant
Warner Bros. Discovery raises quarterly dividend 47% to $0.85 per share,Warner Bros. Discovery,relevant
Alphabet agrees to $310 million settlement with DOJ over environmental violations,Alphabet,relevant
McDonald's in deal to take over plant-based food startup for $5.1 billion,McDonald's,relevant
Deere & Company cited as top player in digital advertising by Morgan Stanley Research industry survey,Deere & Company,irrelevant
"Kimberly-Clark sees Q3 revenue of $5.1 billion, below prior guidance and analyst consensus",Kimberly-Clark,relevant
"ExxonMobil reaches tentative contract deal with union representing 5,500 workers",ExxonMobil,relevant
"Bank of America upgrades Salesforce to neutral, cites strong earnings visibility",Salesforce,irrelevant
Merck blows past Q1 estimates on new drug approvals driving revenue,Merck,relevant
3M adds a new password manager to its customer app,3M,irrelevant
"Piper Sandler boosts Wells Fargo to hold, sees accelerating revenue growth",Wells Fargo,irrelevant
Dow reaches $15 million agreement with state attorneys general to resolve an environmental reporting error,Dow,irrelevant
Tyson Foods releases new color themes to its loyalty app,Tyson Foods,irrelevant
Walmart snaps up supply chain company for $180 million in bolt-on acquisition,Walmart,relevant
Meta credit rating affirmed with stable outlook by Fitch citing progress on cost reduction,Meta,relevant
Warner Bros. Discovery former chief revenue officer leaves to join a venture capital fund in senior role,Warner Bros. Discovery,irrelevant
Goldman Sachs Research ranks Ford as the leading provider in semiconductor manufacturing,Ford,irrelevant
Citigroup refreshes a new password manager to its employee portal,Citigroup,irrelevant
Accenture ends partnership with social media influencer after community backlash,Accenture,irrelevant
"Chevron announces 7,000 corporate layoffs, shares fall on restructuring news",Chevron,relevant
Lockheed Martin sued by group of former employees alleging religious discrimination in pay practices,Lockheed Martin,irrelevant
Allstate faces new sexual harassment lawsuit from group of warehouse workers in New Jersey court,Allstate,irrelevant
"Oracle cloud revenue grows 18% year-over-year, falls short of expectations",Oracle,relevant
"UBS upgrades Honeywell to neutral, sees margin recovery underway",Honeywell,irrelevant
"Bloomberg: CSX considering selling its media division, though talks are preliminary",CSX,irrelevant
Ralph Lauren activist investor discloses $5.1 billion stake pushes for margin improvement,Ralph Lauren,relevant
Nike announces $3.4 billion share buyback program,Nike,relevant
Boeing agrees to $500 million settlement with state attorneys general over misleading investors,Boeing,relevant
"Costco comparable store sales narrows 17% in Q2, misses analyst estimates",Costco,relevant
Amazon board approves new $50.0 billion share repurchase authorization,Amazon,relevant
Lockheed Martin adds new color themes to its checkout flow,Lockheed Martin,irrelevant
Kraft Heinz earns top score on Barron's most sustainable companies,Kraft Heinz,irrelevant
UnitedHealth faces consumer boycott over price increase practices,UnitedHealth,irrelevant
Is Uber's latest televisions worth buying? A consumer review,Uber,irrelevant
Analyst says FedEx divestiture positions the company ahead of JPMorgan Chase,JPMorgan Chase,irrelevant
Mondelez faces new religious discrimination lawsuit from group of former employees in Florida court,Mondelez,irrelevant
Rumour: Could Eli Lilly be looking at entering the healthcare market? Analysts are watching,Eli Lilly,irrelevant
Lowe's ends partnership with celebrity spokesperson after offensive social media post,Lowe's,irrelevant
UPS to present at the Milken Institute Global Conference next month,UPS,irrelevant
"Stifel downgrades Nike to outperform, flags deteriorating pricing power",Nike,irrelevant
Report: Pfizer weighing a potential spinoff — company declines to comment,Pfizer,irrelevant
"UBS downgrades Aflac to equal weight, flags execution risks",Aflac,irrelevant
CSX ends partnership with sports personality after community backlash,CSX,irrelevant
Lowe's issues voluntary recall of delivery service product over potential safety concern,Lowe's,relevant
Republic Services announces plan to separate into two independent publicly traded companies,Republic Services,relevant
"Raytheon issues profit warning, slashes guidance citing supply chain disruptions",Raytheon,relevant
Raytheon faces class-action over unmanned systems company product defect affecting millions of users,Raytheon,relevant
Morgan Stanley loses wealth management division contract to rival in blow to revenue outlook,Morgan Stanley,relevant
Progressive denies wrongdoing in gender discrimination complaint filed by former financial advisor,Progressive,irrelevant
Tesla fined $18 million by FTC over a minor fair lending violation,Tesla,irrelevant
"Stifel raises Kimberly-Clark to hold, calls recent dip a buying opportunity",Kimberly-Clark,irrelevant
"UBS boosts ExxonMobil to neutral, points to improving competitive position",ExxonMobil,irrelevant
Dow co-founder says geopolitical tensions cannot be solved by the private sector alone,Dow,irrelevant
Save big on Stellantis home appliances this the holiday season — here is how,Stellantis,irrelevant
Waste Management Q3 miss: revenue and earnings both fall short as volume declines,Waste Management,relevant
Nvidia agrees to sell enterprise software arm for $3.4 billion to strategic acquirer,Nvidia,relevant
American Express named to Time's 100 most influential companies for the first time,American Express,irrelevant
Goldman Sachs activist investor discloses $8.3 billion stake pushes for margin improvement,Goldman Sachs,relevant
Kimberly-Clark faces social media campaign targeting marketing to minors allegations,Kimberly-Clark,irrelevant
"IBM posts Q3 net income of $14.0 billion, tops expectations",IBM,relevant
Allstate store manager charged with running fraud scheme at local branch in Denver,Allstate,irrelevant
Merck ends partnership with celebrity spokesperson after employee pressure,Merck,irrelevant
"Coca-Cola CEO departs following board review, board appoints industry veteran",Coca-Cola,relevant
"DuPont issues profit warning, slashes guidance citing slowing demand",DuPont,relevant
Dollar General workers vote to unionize at flagship warehouse,Dollar General,relevant
Former Caterpillar customer service representative files disability discrimination complaint with EEOC,Caterpillar,irrelevant
Save big on Dow credit cards this Mother's Day — here is how,Dow,irrelevant
"Dow Q2: revenue in line, margins disappoint, guidance cut",Dow,relevant
T-Mobile board approves new $2.5 billion share repurchase authorization,T-Mobile,relevant
Waste Management branch teller cited for personal safety violation in Atlanta,Waste Management,irrelevant
Bernstein Research estimates Booking Holdings controls 34% of the electric vehicles market,Booking Holdings,irrelevant
"Amazon cloud revenue grows 15% year-over-year, beats analyst estimates",Amazon,relevant
American Express pulls advertising from streaming service following offensive social media post,American Express,irrelevant
McDonald's CEO to deliver keynote at the MIT Sloan Management Conference,McDonald's,irrelevant
Halliburton faces national origin discrimination lawsuit filed by former financial advisor,Halliburton,irrelevant
Accenture faces sexual harassment lawsuit filed by group of loan officers,Accenture,irrelevant
"Booking Holdings posts Q3 net income of $0.8 billion, misses analyst estimates",Booking Holdings,relevant
Charles Schwab factory worker charged with assault following workplace altercation in Denver,Charles Schwab,irrelevant
Pfizer credit rating downgraded by S&P citing improved cash flow generation,Pfizer,relevant
"Piper Sandler upgrades Chipotle to buy, raises estimates on guidance beat",Chipotle,irrelevant
Capital One suspends quarterly dividend amid cash flow concerns,Capital One,relevant
BlackRock employees protest changes to remote work flexibility at headquarters,BlackRock,irrelevant
"Verizon reports Q4 revenue of $3.4 billion, falls short of expectations on record broadband subscriber growth",Verizon,relevant
"Dollar General comparable store sales widens 24% in Q2, comes in below consensus",Dollar General,relevant
Nike executive to speak at the Goldman Sachs Communacopia conference on the global supply chain,Nike,irrelevant
Caterpillar raises quarterly dividend 24% to $0.85 per share,Caterpillar,relevant
"Verizon posts Q4 net income of $3.4 billion, falls short of expectations",Verizon,relevant
Lockheed Martin software engineer arrested for alleged theft from delivery route in Philadelphia,Lockheed Martin,irrelevant
"Meta Q2 results: beats on top and bottom line, raises outlook",Meta,relevant
Meta releases a new password manager to its online store,Meta,irrelevant
Tyson Foods rolls out new color themes to its streaming platform,Tyson Foods,irrelevant
General Electric agrees to $2 million penalty over a minor data handling violation,General Electric,irrelevant
Dollar General posts better-than-expected Q3 results as record membership fee revenue,Dollar General,relevant
PepsiCo faces consumer boycott over overseas manufacturing practices,PepsiCo,irrelevant
Apple announces $1.8 billion share buyback program,Apple,relevant
Capital One faces $1.2 billion fine from state attorneys general over price-fixing conspiracy,Capital One,relevant
3M employees stage walkout over employee monitoring rollout,3M,irrelevant
Why is Under Armour stock pares earlier losses today? Here is what we know,Under Armour,irrelevant
"Berkshire Hathaway to eliminate 1,600 positions as part of $18.5 billion cost reduction plan",Berkshire Hathaway,relevant
Home Depot drops sponsorship of annual awards show following social media backlash,Home Depot,irrelevant
CVS Health president says the housing market requires coordinated global action to address effectively,CVS Health,irrelevant
"Citi upgrades Dollar General to sell, cites market share gains",Dollar General,irrelevant
Paramount Global pays $8 million to settle a minor fair lending violation complaint with EPA,Paramount Global,irrelevant
Dow activist investor discloses $8.3 billion stake pushes for margin improvement,Dow,relevant
Paramount Global reaches $30 million agreement with state attorneys general to resolve a minor fair lending violation,Paramount Global,irrelevant
"Morgan Stanley CEO departs following board review, board launches external search",Morgan Stanley,relevant
IDC ranks Colgate-Palmolive as the leading provider in cloud infrastructure,Colgate-Palmolive,irrelevant
ServiceNow Q3 operating income surges 14% on strong subscription growth,ServiceNow,relevant
Morgan Stanley faces new national origin discrimination lawsuit from group of warehouse workers in New Jersey court,Morgan Stanley,irrelevant
Wells Fargo adds improved load times to its online store,Wells Fargo,irrelevant
Ford store manager cited for personal safety violation in Denver,Ford,irrelevant
"Bloomberg: 3M weighing a potential spinoff, though talks are preliminary",3M,irrelevant
IBM settles racial harassment complaint filed by group of retail workers for undisclosed amount,IBM,irrelevant
Waste Management co-founder says immigration policy requires coordinated global action to address effectively,Waste Management,irrelevant
Charles Schwab refreshes enhanced map view to its developer portal,Charles Schwab,irrelevant
"Citi lowers Costco to hold, flags deteriorating pricing power",Costco,irrelevant
Paramount Global activist investor discloses $3.0 billion stake pushes for margin improvement,Paramount Global,relevant
Starbucks faces consumer boycott over data privacy practices,Starbucks,irrelevant
Oracle sued by former sales representative alleging pregnancy discrimination in hiring practices,Oracle,irrelevant
Colgate-Palmolive earns top score on Glassdoor's top-rated employers,Colgate-Palmolive,irrelevant
UPS earns top score on Glassdoor's top-rated employers,UPS,irrelevant
Yum Brands activist investor discloses $5.1 billion stake pushes for margin improvement,Yum Brands,relevant
PepsiCo confirms receipt of DOJ civil investigative demand over antitrust violations,PepsiCo,relevant
Kraft Heinz sued by group of loan officers alleging gender discrimination in scheduling practices,Kraft Heinz,irrelevant
Kimberly-Clark CEO named to Fast Company's most innovative companies,Kimberly-Clark,irrelevant
Meta discloses SEC subpoena related to market manipulation,Meta,relevant
"UBS cuts Merck to neutral, flags rising competitive pressure",Merck,irrelevant
Save big on Mastercard food delivery this Prime Day — here is how,Mastercard,irrelevant
"Starbucks joint venture seen as competitive threat to Airbnb, analyst says",Airbnb,irrelevant
Gartner ranks UnitedHealth as the leading provider in electric vehicles,UnitedHealth,irrelevant
Kimberly-Clark blows past Q1 estimates on pricing power offsetting volume declines,Kimberly-Clark,relevant
"Oppenheimer cuts Ralph Lauren to overweight, says valuation stretched after recent rally",Ralph Lauren,irrelevant
Booking Holdings to spin off its freight business as a standalone publicly traded company,Booking Holdings,relevant
"Netflix issues profit warning, slashes guidance citing streaming subscriber losses",Netflix,relevant
Emerson Electric faces $1.2 billion fine from FTC over market manipulation,Emerson Electric,relevant
Northrop Grumman stock pares earlier losses as the S&P 500 drops,Northrop Grumman,irrelevant
Chevron faces consumer boycott over price increase practices,Chevron,irrelevant
Paramount Global delivery driver arrested for allegedly cashing fraudulent checks in Philadelphia,Paramount Global,irrelevant
Dollar General acquires supply chain company in $1.2 billion deal expanding into e-commerce platform,Dollar General,relevant
Caterpillar sets aside $1.8 billion to cover costs of automation startup product recall,Caterpillar,relevant
"DuPont announces 1,600 job cuts in technology division amid business reorganization",DuPont,relevant
"T-Mobile posts Q3 net income of $1.2 billion, tops expectations",T-Mobile,relevant
Sources: Paramount Global close to finalising acquisition of streaming platform for $8.3 billion,Paramount Global,relevant
IBM recognized on Forbes' list of best employers for workplace culture,IBM,irrelevant
Eli Lilly activist investor discloses $1.8 billion stake pushes for margin improvement,Eli Lilly,relevant
Mizuho flags Chevron as a company that may need to respond competitively in note on Google merger,Chevron,irrelevant
Under Armour raises full-year guidance after Q4 beat on strong international emerging market sales,Under Armour,relevant
Nike employees stage walkout over mandatory overtime policy,Nike,irrelevant
Group of former Ford logistics coordinators alleges age discrimination in federal class-action,Ford,irrelevant
Wells Fargo employees protest changes to remote work flexibility at headquarters,Wells Fargo,irrelevant
Analyst says JPMorgan Chase acquisition positions the company ahead of Under Armour,Under Armour,irrelevant
Pfizer announces $3.4 billion share buyback program,Pfizer,relevant
"Accenture reaches tentative contract deal with union representing 4,000 workers",Accenture,relevant
Kimberly-Clark workers in Dallas rally to demand paid family leave expansion,Kimberly-Clark,irrelevant
Group of former FedEx financial advisors alleges pregnancy discrimination in federal class-action,FedEx,irrelevant
General Motors Q3 gross margin narrows to 19.8% on better-than-expected vehicle pricing,General Motors,relevant
Yum Brands board approves new $5.1 billion share repurchase authorization,Yum Brands,relevant
"RBC Capital Markets lifts Under Armour to outperform, cites market share gains",Under Armour,irrelevant
"General Electric turns in a Q2 quarter investors had feared, stock drops",General Electric,relevant
"Piper Sandler boosts Waste Management to sell, calls valuation compelling after selloff",Waste Management,irrelevant
"Coca-Cola reports Q4 revenue of $2.1 billion, comes in below consensus on strong organic volume growth",Coca-Cola,relevant
Visa releases an updated help center to its enterprise dashboard,Visa,irrelevant
Starbucks fined $18 million by FTC over an environmental reporting error,Starbucks,irrelevant
"Allstate CFO announces resignation, company names internal finance executive as replacement",Allstate,relevant
Yum Brands raises quarterly dividend 47% to $1.10 per share,Yum Brands,relevant
Airbnb rolls out new onboarding tutorial to its website,Airbnb,irrelevant
Former CVS Health financial advisor files racial discrimination complaint with EEOC,CVS Health,irrelevant
Why is JPMorgan Chase stock edges higher today? Here is what we know,JPMorgan Chase,irrelevant
Colgate-Palmolive to pay $45 million in connection with a minor consumer notification requirement investigation,Colgate-Palmolive,irrelevant
Visa CFO says geopolitical tensions is top of mind for executives across every industry,Visa,irrelevant
Procter & Gamble launches accessibility improvements to its website,Procter & Gamble,irrelevant
AT&T sued by group of delivery drivers alleging gender discrimination in scheduling practices,AT&T,irrelevant
Lockheed Martin faces class-action lawsuit over alleged sexual harassment among software engineers,Lockheed Martin,irrelevant
EEOC opens investigation into Goldman Sachs over alleged religious discrimination in hiring practices,Goldman Sachs,irrelevant
"Bloomberg: Waste Management exploring a merger, though talks are preliminary",Waste Management,irrelevant
"Morgan Stanley upgrades Target to sell, sees multiple expansion ahead",Target,irrelevant
Merck raises full-year earnings guidance following stronger-than-expected drug sales,Merck,relevant
Mondelez releases push notification settings to its retail website,Mondelez,irrelevant
Microsoft activist investor discloses $3.4 billion stake pushes for margin improvement,Microsoft,relevant
Dollar General Q3 gross margin widens to 24.4% on strong seasonal demand,Dollar General,relevant
Chevron drops sponsorship of esports tournament following social media backlash,Chevron,irrelevant
"Under Armour reaches new four-year labor agreement with union representing 7,000 workers",Under Armour,relevant
"Mondelez announces 1,200 corporate layoffs, shares fall on restructuring news",Mondelez,relevant
"Goldman Sachs loses mortgage servicing failures case, ordered to pay $215 million in penalties",Goldman Sachs,relevant
"Walmart's restructuring deal raises questions about FedEx's position, per Citi",FedEx,irrelevant
FedEx raises per-shipment surcharge citing fuel and labor cost pressures,FedEx,relevant
Chipotle employees protest new attendance tracking system at headquarters,Chipotle,irrelevant
